연도,부처명,담당부서명,세부사업명,사업내용,훈련기관,훈련대상
2015,농촌진흥청,역량개발과,1· 온라인영농교육 컨텐츠 개발 및/  교육운영/2· 농업인대학 운영/3· 농업기술전문교육_청년사업가육성/4· 귀농(신규농업인) 현장실습교육/ _영농정착기술교육/5· 귀농(신규농업인) 현장실습교육/ _선도농가 현장실습교육,"1· 온라인영농교육 컨텐츠 개발 및 교육운영: 농업관련 종사자 및 귀농·귀촌을 희망하는/  국민 등을 대상으로 농업·농촌에 대한 이해 및 최신 영농기술 습득으로 안정적인 농가/  소득 증대를 위해 사이버농업기술교육을 실시/ · 농업기술교육 사이버콘텐츠 : 26과목(복숭아, 고구마, 감자, 마늘, 곤충사육, 귀농귀촌,/   양봉, 발효식품(전통주), 농작업 재해의 특성과 관리, 쌈채소 등)/2· 농업인대학 운영: 지역의 전문 경영인 양성 및 농가소득 향상을 위해 지역농업의 특화/  발전에 필요한 품목별 중장기(6∼12개월, 100시간 이상) 기술교육을 실시/ · (예시) 양평군친환경농업대학(한우반), 원주특화농업대학(복숭아반), /   담양군농업인대학(딸기반) 등/3· 농업기술전문교육_청년사업가육성: 농촌진흥청 및 시험연구기관에서 개발된 /  신기술 및 품목별 핵심기술 교육을 통하여 농업인의 영농현장 애로 문제 해결/  및 농가소득 증대 도모를 위해 추진/ · 새해농업인실용교육, 품목별단기교육 등 추진/4· 영농정착기술교육 : 귀농·귀촌인 중심 품목별 영농정착기술교육/5· 선도농가 현장실습교육 : 귀농인이 지역의 선도농업인, ICT 활용농가·농업법인, /  농식품부 지정 현장실습농장(WPL)·농업마이스터 등에서 현장실습교육 수행",1· 농촌진흥청/2· 지자체(시군농업기술센터)/3· 지자체/  (도농업기술원·시군농업기술센터)/4· 지자체/  (도농업기술원·시군농업기술센터)/5· 지자체(시군농업기술센터),"1· 온라인영농교육 컨텐츠 개발 및 /  교육운영: 귀농귀촌 희망자, 농업인 등/  (국민 누구나 신청 가능)/2· 농업인대학 운영/   : 해당 지자체에 거주하는 농업인 등/3· 농업기술전문교육_청년사업가육성/   : 해당 지자체에 거주하는 농업인 등/4· 영농정착기술교육/   : 농촌으로 이주한 귀농·귀촌인/    (신규농업인) 등/5· 선도농가 현장실습교육/   : 농촌지역으로 이주한 5년 이내 귀농인/   (신규농업인) 또는 만 40세 미만 청장년층"
2015,농촌진흥청,역량개발과,GAP 인증심사원 양성,  농산물우수관리제도(GAP)의 조기정착 및 내실화를 위한 GAP 인증심사원 양성 교육,농촌인적자원개발센터,농정업무 유관기관 임직원 등
2015,농촌진흥청,지도정책과,1· 농업전문인력양성/2· 농기계훈련사업,  제주지역에 적합한 농업기술보급과 농업인 교육 등을 통한 제주지역 농업발전 도모,제주농업기술원,제주지역 농업인
2015,농촌진흥청,지도정책과,사이버농업인 e·비즈니스 활성화지원,  e·비즈니스 과정 운영 등을 통해 사이버농업인의 전자상거래 역량향상 및 /사업활성화 지원,"농촌진흥청, 도농업기술원, /시군농업기술센터","사이버농업인 e·비즈니스 활성화지원 사업: /전자상거래 의향농가, 농가경영정보 자율적제공"
2015,문화재청,교육기획과,장기과정/(문화재수리기능자양성과정) 강사료,  전통문화 및 문화재 분야 종사 인력의 전문성 향상을 위한 전통문화전문과정 운영,한국전통문화대학교 전통문화교육원,문화재수리업체 종사자 및 관계자
2015,문화재청,발굴제도과,매장문화재분야 전문교육,  매장문화재 관련 전문교육 시행과 학술 연구활동 지원으로 매장문화재조사 및 전문 /인력의 질적 수준 향상,한국문화재조사연구기관협회,매장문화재조사연구 종사자
2015,문화체육관광부,게임콘텐츠/산업과,기능성 게임산업 육성(전북권)/ _인력양성 및 연구개발/ _기능성게임 개발 및 활용지도사/  양성,"  기능성게임콘텐츠분야에 관심이 있는 학생 및 일반인 등을 대상으로 전문인력양성/(게임프로그래밍, 게임그래픽, 보드게임의 3개 분야)",전주대산학협력단 등,게임분야에 관심 있는 학생 및 일반인 등
2015,문화체육관광부,관광개발지원과,생태녹색관광 육성/ _생태관광아카데미 운영,"  DMZ, 습지 등 한국을 대표하는 생태자원 활용을 통해 지속가능한 관광의 육성 및/지역 경제 활성화 도모",한국생태관광협회,"(2014년 기준) 생태관광 해설사,/관련분야 공무원, 여행업 종사자, 보호지역 /관리자, 생태 관광 모델사업 담당자, 생태/관광에 관심있는 일반인"
2015,문화체육관광부,관광산업과 /관광진흥팀,"관광통역안내소 운영/ _관광통역안내원 직무교육,/   역량강화","  전국 17개 관광통역안내소 운영으로 일자리가 창출된 안내원들의 업무 역량 제고를/위한 직무 교육으로서 관광안내 전문 인력 양성에 기여(여성 및 일자리 창출에 기여/  ①안내원 전체 직무 교육 : 전국 17개 안내소 근무 안내원 전원(관광객 응대 기법,  /     고객유형별 대처법, 안내시스템 활용 교육, 서비스 응대교육, 관광지 답사 등)/  ②신입안내원 적응 교육(OT) : 신규 입사 안내원 기본 교육(사업취지, 업무지침/     안내, 기본 서비스마인드 함양, 안내시스템 활용 교육 등)",한국여행업협회,① 안내원 전체 직무교육/  : 관광통역안내소 근무 안내원 전원/② 신입안내원 적응 교육/  : 관광통역안내소 신규 입사 안내원
2015,문화체육관광부,관광산업과 /관광진흥팀,문화관광해설사 교육비 지원,"  전국 16개 광역지자체 대상 문화관광해설사 활동 교육비 지원사업으로, 신규활동자/대상 신규양성교육과 기존 활동자 대상 역량강화교육으로 구분",16개 광역시도(교육기관 위탁),지자체 자체 선발 기준
2015,문화체육관광부,관광정책과,1· 관광전문인력 교육/2· 관광안내인력 직무교육/  (관광안내교육)/3· 관광통역안내사 교육/4· 카지노리조트아카데미/5· 유원시설 안전관리교육 및 시설점검/6· Korea Travel Specialist 교육/7· 관광숙박종사원 교육 및 진흥지원,"1· 관광전문인력 교육/  ①관광고교 교사 및 학생대상 교육: 관광 관련 전문교과 담당 고등학교 교사들에게/    관광 업계의 업무를 체험하게 함으로 현장에 대한 이해를 높이고, 고등학생들의 /    관광 업계 취업 지도 등에 필요한 경험 축적/  ②문화관광해설 테마아카데미: 문화관광해설사의 해설 서비스 질 향상을 위한 해설 /    전문성 강화 및 국내 관광자원의 매력적인 해설을 통한 관광객 만족도 제고/  ③취업캠프: 관광관련학과 학생들을 대상으로 관광현장 실습 기회를 제공하고 관련 /    실무능력 배양하고, 산학 협력 사업을 통한 대학생의 일자리 기회 제공·/2· 관광안내인력 직무교육: 관광안내인력의 업무역량향상을 위하여 현장에서 /   습득하기 어려운 전문적인 지식과 노하우를 심화 교육함으로써 개인별 역량 및 /   업계 경쟁력 강화 유도/3· 관광통역안내사 육성 : 관광통역안내사에 필요한 관광기본이론 및 관광안내실무 /   교육을 통해 관광안내 인력의 공급과 자격증 취득자에 대한 현업 적응력 배양/4· 카지노리조트: 복합리조트 본격적 도입, 외국인 카지노 고객 확대 추세 등 /   카지노복합리조트의 관광산업에서의 중요성 증대에 따라 전문성, 윤리성 등 /   교육프로그램을 구성하여  종사원의 전문성 향상 도모(카지노 종사자 서비스,/   마케팅, 팀워크, 윤리관, 도박중독 예방 교육 등 이론교육, 글로벌 복합리조트 방문/   견학, 미팅을 통한 마케팅 벤치마킹)/5· 유원시설업 안전관리 강화를 위한 교육 및 시설점검: 유원시설업 사업주, /   운행관리자, 지자체 담당공무원 대상 안전 및 실무교육 3개 과정 운영, /   전국 종합·일반 유원시설업 안전관리 실태점검/   (상·하반기, 물놀이 등 3회, 안전성 검사기관 및 지자체 합동)/6· Korea Travel Specialist 교육 : 기본역량강화과정, 양성과정 등을 통한 프리미엄 /   가이드 등의 교육 강화/7· 관광숙박종사원 교육 및 진흥지원: 직종별 직무전문분야에 대한 역량강화 및 업계 /   정보공유를 통해 관광환경 변화에 대응할 수 있는 관광숙박종사원 육성 /  ①호텔종사원 교육: 호텔업계 종사원 직무교육  /  ②콘도종사원 교육: 콘도업계 종사원 직무교육/  ③나눔관광사업: 소외계층 또는 사회적 배려계층 대상 나눔관광사업","1· 한국관광공사/2· 한국관광협회/3· 한국관광통역안내사협회/4 한국카지노업관광협회/5· 한국종합유원시설협회, /   미정('15·07기준)/6· 한국관광공사/7·한국휴양콘도미니엄경영협회,/  한국호텔업협회","1· 관광전문인력 교육/  ① 관광고교 교사 및 학생대상 교육/  : 전국 관광관련 교과담당 고교교사/  ②문화관광해설 테마아카데미/  : 교육생 추천기간/  ③취업캠프/  : 학교별 공문 발송을 통한 지원자/2· 관광안내인력 직무교육_관광안내교육/  : 관광안내소 안내원, 관광안내소 소속/   자원 봉사자, 국내여행안내사 등 희망자/3· 관광통역안내사 교육/ : 관광통역안내사 자격증 취득 희망자,/4· 카지노리조트: 카지노업 종사자,/5· 유원시설 안전관리교육 및 시설점검 /  ① 유원시설업 사업주 안전교육/  : 유원시설업 사업주,/  ② 물놀이형 유기시설·기구 안전요원/      교육/  : 물놀이형 유기시설·기구 안전요원/   (수심 100cm미만 풀),/  ③ 유원시설업 안전관리자 교육/  : 유원시설업 안전관리자,/6· Korea Travel Specialist 교육/ : 현직 관광통역안내사/7· 관광숙박종사원 교육 및 진흥지원/  ①호텔종사원 교육: 호텔업계 종사자 등,/  ②콘도종사원 교육: 콘도업계종사자,/  ③나눔관광사업: 사회배려자, 취약계층"
2015,문화체육관광부,국민체육/진흥공단/예산팀,체육지도자 양성,  스포츠 과학에 기초한 국민체육진흥 연구·개발 및 지원 사업(경기지도자 및 /생활체육지도자 자격검정 및 연수),국민체육진흥공단,경기지도자 및 생활체육지도자
2015,문화체육관광부,국제관광과,MICE 산업 경쟁력 강화 및 협력 /네트워크 구축/ _MICE 인력양성 및 업계지원,"  MICE 산업을 육성하여 외래관광객 유치 증대를 통해 서비스수지 적자 개선, 지역 /경제 활성화 도모 및 국가 브랜드 가치 개선/  ① 한국MICE아카데미/  ② MICE고급자 아카데미/  ③ 특성화고 MICE인재양성 아카데미/  ④ 신입사원 OJT 교육/  ⑤ 지역 얼라이언스 맞춤형 컨벤션 특화 교육/  ⑥ 맞춤형 기업교육 지원/  ⑦ MICE 현장 실무형 교육 연계 프로그램","수도권 회의실(회원사 중 교육기관 /강의실 대여 검토 등), /경주HICO (화백컨벤션센터),/전국의 관광 관련 고등학교 57개, /수도권 인근 연수원 및 리조트, /신청 지역 얼라이언스별 컨벤션센터 /혹은 MICE 베뉴 활용, 기업에서/원하는 맞춤 교육 장소, 지역별 센터 /및 관련 인프라 시설","① 한국MICE아카데미/  : 대학교 졸업자·졸업예정자 중 취업/    희망자, 경력단절 여성 중 MICE 업계 /    재취업 희망자, 컨벤션기획사 취득자 /    등 MICE신규입문대상자, MICE업계 /    신규 진출 (PCO, 서비스업체 등)/② MICE고급자 아카데미/  : MICE 관련업체의 경력 3년 이상의 /    실무자/③ 특성화고 MICE인재양성 아카데미/  : 전국의 관광 관련 57개 고등학교 학생/④ 신입사원 OJT 교육/  : MICE업계 1년차 미만 신입사원 /    회당 50명씩/⑤ 지역 얼라이언스 맞춤형 컨벤션 특화 /    교육/  : 지역의 MICE 종사자/⑥ 맞춤형 기업교육 지원: 협회 회원사 /   대상/⑦ MICE 현장 실무형 교육 연계 프로그램/  : 70명씩 2회 진행(경력단절 여성 대상)"
2015,문화체육관광부,대중문화산업과,1· 만화산업육성/ _국산만화 유통 및 기반 조성/ _디지털만화 유통지원/ _교육프로그램운영/2· 만화산업육성/ _국산만화 유통 및 기반 조성/ _만화 창조인력양성/3· 이야기산업 활성화/ _스토리텔러 양성,"  애니메이션, 음악, 패션, 만화, 캐릭터, 정보포털, 이야기, 대중문화(8개 분야) 등 /콘텐츠 제작·해외진출 지원, 창작기반 강화 및 활성화 지원 등/1· 디지털만화 유통지원_교육프로그램운영: 서사만화, 웹툰, 창업·신기술 교육/   프로그램 운영/2· 만화 창조인력양성: 현장형 만화 창조인재 양성/3· 스토리텔러 양성: 한류의 지속, 확산, 발전을 위해서 새로운 스토리, /  스토리텔러 발굴 및 육성",/1· (재)한국만화영상진흥원/2· (재)한국만화영상진흥원/3· 한국콘텐츠진흥원,"2, 만화 창조인력양성/ : 예비창작자 대상(이력서 및 포트폴리오 /   등 서류와 면접심사를 통해 선발)/   (예비작가 50명) /3· 스토리텔러양성/ : 스토리작가 인큐베이팅(창작경력자) /"
